Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/C_vFV0xS4Ud/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
18071766124514362,1444733225,,asihangger,"Maasyaa Allah, Barakallah:') respect kak Dian..🔥🔥",0,0,0,09/10/2024 19:32,,,,
17891826780034590,1532361529,,heranisvari,🔥🔥🔥🔥🔥,0,0,0,09/10/2024 19:33,,,,
18071671906563549,183474783,,sonebb,Selalu salut nyai gue. Selalu bisa melawan keraguan untuk menyuarakan kebaikan. Rasa takut akan hilang demi kemanusian. 🔥🔥🔥🔥🔥 nyai kuuuu,56,0,0,09/10/2024 19:33,,,,
17939561717879176,2952563989,,dahniarmailashofi,😍❤️,0,0,0,09/10/2024 19:33,,,,
17904846126030663,1304134616,,mei.eva,MasyaAlloh🥹 keren,0,0,0,09/10/2024 19:33,,,,
18460661656034593,6363913811,,nurya.sari75,Respect 🔥😍😍,0,0,0,09/10/2024 19:33,,,,
18023693741150085,1075163977,,dwiannisa_kh2,MasyaAllah,0,0,0,09/10/2024 19:33,,,,
18119062240384777,3145516939,,ikaunay,Masyaallah qu terharu😭 dan bangga🥰,0,0,0,09/10/2024 19:33,,,,
17951297753832160,1669213277,,riyanti_86,🔥🔥proud,0,0,0,09/10/2024 19:33,,,,
17874583206091687,429835453,,yasminkhanpatel,This is amazing MashaAllah 🙌,0,0,0,09/10/2024 19:33,,,,
17957243429699225,1334416755,,dwiyosantha,merindingggg,0,0,0,09/10/2024 19:33,,,,
18056853541747675,3427860077,,haryantofany,"Masyaa Allah,ikut bangga sama mbak Dian❤🇵🇸",0,0,0,09/10/2024 19:34,,,,
18109075726407053,3504505744,,ulmayunda,Keren mba.... Terharu🥺🥺,0,0,0,09/10/2024 19:34,,,,
17848721703261976,1075163977,,dwiannisa_kh2,MasyaAllah 😍 mabruk bundi 👏🤗❤️,0,0,0,09/10/2024 19:34,,,,
18043737751990099,458885432,,deandriand,Ga banyak designer yg berani seperti ini ❤️,0,0,0,09/10/2024 19:34,,,,
18304396156164775,2018962332,,ttsntsry,MasyaAllah ❤️,0,0,0,09/10/2024 19:34,,,,
18032362511016301,53300414,,daniasyahrhajj,MasyaAllah banggaa❤️🔥,3,0,0,09/10/2024 19:35,,,,
18000241136654492,1392990927,,rennywulansari,"Masya Allah, mbak @dianpelangi , dan @nasutionsandy smoga Allah memberkahi keluarga ini . Amjn 👏",0,0,0,09/10/2024 19:35,,,,
18030182231206319,1628659761,,chantikaqf,🤍🤍🤍,0,0,0,09/10/2024 19:35,,,,
18245874139258425,3149841538,,alnymulya,🥹🥹🥹🥹 makasih kak mashaAllah❤️❤️,0,0,0,09/10/2024 19:35,,,,
18099492664450726,3121076489,,ella_nurkemala,"Masya Allah, terharu dan bangga. Semoga saudara2 kita di Palestine bisa terwakili dan berkah usahanya saudaraku yg sholehah cantiq dan cerdas. Proud of you despite the fact that ia don't know you personally but I do respect so much🙏❤️",0,0,0,09/10/2024 19:36,,,,
18046147693938844,3627353468,,hazikadhifa,❤️,0,0,0,09/10/2024 19:36,,,,
17909715458914399,2216980646,,ssyi_afifah_,❤️❤️,0,0,0,09/10/2024 19:36,,,,
18039889634045609,509141425,,aryna29,Keren kak diii MasyaAllah 😍😍👏👏🥹🥹,0,0,0,09/10/2024 19:37,,,,
18101659585431411,4053783282,,sefi_rahayu22,Masyaa Allah🔥,0,0,0,09/10/2024 19:38,,,,
